contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,symbol,timestamp,expiration,total_premium,moneyness,high_premium,high_volume_ratio,potential_block,unusual_activity
MSFT250829P00395000,2025-08-22 17:53:40+00:00,395.0,0.01,0.0,0.01,0.0,0.0,120.0,194,0.8281267187499999,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,120.0,OTM,False,True,False,True
MSFT250829P00400000,2025-08-25 17:30:04+00:00,400.0,0.01,0.0,0.01,0.0,0.0,2.0,614,0.7812521875,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,2.0,OTM,False,False,False,False
MSFT250829P00405000,2025-08-22 19:42:48+00:00,405.0,0.01,0.0,0.01,0.0,0.0,14.0,44,0.7500025,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,14.000000000000002,OTM,False,False,False,False
MSFT250829P00410000,2025-08-20 15:45:21+00:00,410.0,0.01,0.0,0.01,0.0,0.0,2.0,82,0.7187528125,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,2.0,OTM,False,False,False,False
MSFT250829P00415000,2025-08-20 19:55:39+00:00,415.0,0.01,0.0,0.01,0.0,0.0,20.0,82,0.6718782812500002,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,20.0,OTM,False,False,False,False
MSFT250829P00420000,2025-08-25 15:10:48+00:00,420.0,0.01,0.0,0.01,0.0,0.0,4.0,102,0.6250037500000001,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,4.0,OTM,False,False,False,False
MSFT250829P00425000,2025-08-22 16:40:35+00:00,425.0,0.02,0.0,0.01,0.0,0.0,8.0,231,0.5937540625000001,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,16.0,OTM,False,False,False,False
MSFT250829P00430000,2025-08-22 18:55:49+00:00,430.0,0.02,0.0,0.01,0.0,0.0,9.0,287,0.5625043750000001,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,18.0,OTM,False,False,False,False
MSFT250829P00435000,2025-08-27 14:48:58+00:00,435.0,0.02,0.0,0.01,0.01,100.0,8.0,357,0.51562984375,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,16.0,OTM,False,False,False,False
MSFT250829P00440000,2025-08-27 14:48:58+00:00,440.0,0.02,0.0,0.01,0.01,100.0,8.0,554,0.507817421875,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,16.0,OTM,False,False,False,False
MSFT250829P00442500,2025-08-26 13:33:11+00:00,442.5,0.01,0.0,0.01,0.0,0.0,1.0,172,0.49219257812500006,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,1.0,OTM,False,False,False,False
MSFT250829P00445000,2025-08-25 14:09:31+00:00,445.0,0.01,0.0,0.01,0.0,0.0,29.0,496,0.4687553125,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,28.999999999999996,OTM,False,False,False,False
MSFT250829P00447500,2025-08-26 19:50:05+00:00,447.5,0.01,0.0,0.01,0.0,0.0,4.0,313,0.45313046875,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,4.0,OTM,False,False,False,False
MSFT250829P00450000,2025-08-27 14:48:58+00:00,450.0,0.05,0.0,0.01,0.04,399.99994,249.0,438,0.42969320312500003,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,1245.0,OTM,False,True,False,True
MSFT250829P00452500,2025-08-26 17:46:25+00:00,452.5,0.01,0.0,0.01,0.0,0.0,2.0,51,0.414068359375,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,2.0,OTM,False,False,False,False
MSFT250829P00455000,2025-08-27 15:11:52+00:00,455.0,0.01,0.0,0.01,0.0,0.0,8.0,239,0.39063109375,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,8.0,OTM,False,False,False,False
MSFT250829P00457500,2025-08-26 19:48:44+00:00,457.5,0.01,0.0,0.01,-0.01,-50.0,8.0,82,0.37500625,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,8.0,OTM,False,False,False,False
MSFT250829P00460000,2025-08-27 15:14:08+00:00,460.0,0.01,0.0,0.01,-0.02,-66.66667,60.0,1004,0.35547519531249994,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,60.0,OTM,False,False,False,False
MSFT250829P00462500,2025-08-27 14:50:34+00:00,462.5,0.01,0.0,0.01,-0.01,-50.0,28.0,217,0.335944140625,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,28.000000000000004,OTM,False,False,False,False
MSFT250829P00465000,2025-08-27 14:59:55+00:00,465.0,0.01,0.0,0.01,-0.02,-66.66667,35.0,435,0.32031929687499994,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,35.0,OTM,False,False,False,False
MSFT250829P00467500,2025-08-27 14:59:54+00:00,467.5,0.01,0.0,0.02,-0.03,-75.0,45.0,196,0.32031929687499994,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,45.0,OTM,False,False,False,False
MSFT250829P00470000,2025-08-27 14:48:24+00:00,470.0,0.02,0.01,0.02,-0.04,-66.66667,119.0,882,0.3007882421875,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,238.0,OTM,False,False,False,False
MSFT250829P00472500,2025-08-27 15:07:57+00:00,472.5,0.02,0.02,0.03,-0.05,-71.42857,23.0,352,0.2929758203124999,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,46.0,OTM,False,False,False,False
MSFT250829P00475000,2025-08-27 14:49:46+00:00,475.0,0.03,0.02,0.03,-0.049999997,-62.499996,54.0,1170,0.27149166015625,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,162.0,OTM,False,False,False,False
MSFT250829P00477500,2025-08-27 15:08:54+00:00,477.5,0.04,0.03,0.04,-0.050000004,-50.0,53.0,728,0.25977302734375,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,212.0,OTM,False,False,False,False
MSFT250829P00480000,2025-08-27 15:16:02+00:00,480.0,0.05,0.04,0.05,-0.08,-61.538464,105.0,2303,0.245124736328125,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,525.0,OTM,False,False,False,False
MSFT250829P00482500,2025-08-27 15:03:05+00:00,482.5,0.07,0.06,0.08,-0.16999999,-70.83333,107.0,535,0.23828886718749998,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,749.0000000000001,OTM,False,False,False,False
MSFT250829P00485000,2025-08-27 15:01:19+00:00,485.0,0.12,0.1,0.12,-0.16,-57.142857,1556.0,3130,0.22901161621093752,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,18672.0,OTM,False,False,False,False
MSFT250829P00487500,2025-08-27 15:17:34+00:00,487.5,0.18,0.16,0.18,-0.25,-58.139534,218.0,1185,0.2192460888671875,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,3924.0,OTM,False,False,False,False
MSFT250829P00490000,2025-08-27 15:19:23+00:00,490.0,0.28,0.27,0.29,-0.33,-54.09836,1076.0,3400,0.21314263427734376,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,30128.000000000004,OTM,False,False,True,True
MSFT250829P00492500,2025-08-27 15:20:02+00:00,492.5,0.45,0.43,0.45,-0.45,-50.0,5240.0,3497,0.20533021240234373,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,235800.0,OTM,True,True,True,True
MSFT250829P00495000,2025-08-27 15:19:06+00:00,495.0,0.7,0.71,0.72,-0.62000006,-46.9697,6112.0,5003,0.19995917236328126,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,427839.99999999994,ATM,True,True,True,True
MSFT250829P00497500,2025-08-27 15:20:04+00:00,497.5,1.1,1.09,1.11,-0.84000003,-43.29897,3265.0,1851,0.19348951049804688,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,359150.00000000006,ATM,True,True,True,True
MSFT250829P00500000,2025-08-27 15:18:18+00:00,500.0,1.73,1.65,1.67,-0.98,-36.16236,3602.0,4404,0.18665364135742188,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,623146.0,ATM,True,True,True,True
MSFT250829P00502500,2025-08-27 15:20:04+00:00,502.5,2.48,2.44,2.49,-1.3199999,-34.554974,1800.0,1625,0.1815267395019531,False,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,446400.0,ATM,True,True,True,True
MSFT250829P00505000,2025-08-27 15:20:03+00:00,505.0,3.6,3.55,3.65,-1.9500003,-35.13514,1191.0,3119,0.17957363403320312,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,428760.00000000006,ATM,True,False,True,True
MSFT250829P00507500,2025-08-27 15:18:39+00:00,507.5,5.06,4.95,5.15,-2.5900002,-33.85621,122.0,1706,0.17993984130859375,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,61731.99999999999,ATM,True,False,True,True
MSFT250829P00510000,2025-08-27 15:08:52+00:00,510.0,7.5,6.7,6.9,-1.3999996,-15.730334,485.0,3513,0.17859708129882812,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,363750.0,ATM,True,False,True,True
MSFT250829P00512500,2025-08-27 15:16:55+00:00,512.5,9.02,8.6,8.95,-1.8799992,-17.247698,304.0,1235,0.18238122314453126,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,274208.0,ATM,True,False,True,True
MSFT250829P00515000,2025-08-27 15:18:23+00:00,515.0,11.01,10.8,11.15,-1.8899994,-14.651158,35.0,1909,0.18531088134765622,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,38535.0,ITM,False,False,False,False
MSFT250829P00517500,2025-08-27 15:16:55+00:00,517.5,13.55,13.1,13.5,-2.08,-13.307741,124.0,1010,0.19385571777343752,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,168020.0,ITM,True,False,True,True
MSFT250829P00520000,2025-08-27 15:05:16+00:00,520.0,16.31,15.5,15.95,-1.8199997,-10.038609,206.0,1833,0.21192194335937498,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,335985.99999999994,ITM,True,False,True,True
MSFT250829P00522500,2025-08-27 15:07:34+00:00,522.5,18.59,17.95,18.5,-1.4300003,-7.1428585,106.0,528,0.2475661181640625,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,197054.0,ITM,True,False,True,True
MSFT250829P00525000,2025-08-27 15:07:34+00:00,525.0,21.09,20.4,21.0,-2.3999996,-10.217113,78.0,521,0.273444765625,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,164502.0,ITM,True,False,False,True
MSFT250829P00527500,2025-08-26 15:47:32+00:00,527.5,24.98,22.9,23.35,0.0,0.0,1.0,2,0.25977302734375,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,2498.0,ITM,False,False,False,False
MSFT250829P00530000,2025-08-26 19:40:09+00:00,530.0,29.15,25.4,25.8,-2.0,-6.420546,1.0,53,0.2617261328125,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,2915.0,ITM,False,False,False,False
MSFT250829P00532500,2025-08-26 19:28:15+00:00,532.5,33.65,27.75,29.55,0.0,0.0,49.0,6,0.5017139672851563,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,164885.0,ITM,True,True,False,True
MSFT250829P00535000,2025-08-26 19:28:15+00:00,535.0,33.39,30.25,32.25,-1.5800018,-4.5181637,1.0,7,0.5537154003906251,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,3339.0,ITM,False,False,False,False
MSFT250829P00537500,2025-08-21 19:28:23+00:00,537.5,30.75,32.7,34.8,0.0,0.0,300.0,0,0.5893595751953126,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,922500.0,ITM,True,True,True,True
MSFT250829P00540000,2025-08-26 19:50:00+00:00,540.0,40.35,35.4,37.2,0.0,0.0,51.0,2,0.6079140771484376,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,205785.0,ITM,True,True,False,True
MSFT250829P00542500,2025-08-21 19:28:23+00:00,542.5,36.65,37.75,39.8,0.0,0.0,41.0,0,0.5039112109375,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,150265.0,ITM,True,True,False,True
MSFT250829P00545000,2025-08-26 19:27:07+00:00,545.0,46.15,40.25,42.25,0.0,0.0,16.0,0,0.523442265625,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,73840.0,ITM,True,True,False,True
MSFT250829P00547500,2025-08-21 16:03:20+00:00,547.5,40.8,42.85,44.75,0.0,0.0,,0,0.5576216113281252,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00550000,2025-08-26 19:27:44+00:00,550.0,50.51,45.15,47.25,0.0,0.0,75.0,5,0.56055126953125,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,378825.0,ITM,True,True,False,True
MSFT250829P00552500,2025-08-21 14:02:29+00:00,552.5,47.95,47.45,49.8,0.0,0.0,,0,0.5654340332031251,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00555000,2025-08-22 19:57:07+00:00,555.0,48.39,49.9,52.3,0.0,0.0,1.0,0,0.5815471533203125,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,4839.0,ITM,False,True,False,True
MSFT250829P00557500,2025-08-22 19:57:07+00:00,557.5,50.9,52.4,54.8,0.0,0.0,1.0,0,0.6035195898437502,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,5090.0,ITM,False,True,False,True
MSFT250829P00560000,2025-08-26 13:57:23+00:00,560.0,56.82,54.8,57.65,0.0,0.0,2.0,0,0.65820654296875,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,11364.0,ITM,False,True,False,True
MSFT250829P00562500,2025-08-22 19:40:30+00:00,562.5,56.7,57.4,59.8,0.0,0.0,2.0,0,0.6469761865234375,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,11340.0,ITM,False,True,False,True
MSFT250829P00565000,2025-08-22 19:33:55+00:00,565.0,57.55,59.45,62.3,0.0,0.0,7.0,0,0.5820354296875,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,40285.0,ITM,False,True,False,True
MSFT250829P00570000,2025-08-26 17:01:22+00:00,570.0,68.99,64.4,67.3,0.0,0.0,2.0,1,0.6054726953125001,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,13797.999999999998,ITM,False,True,False,True
MSFT250829P00575000,2025-08-21 19:05:45+00:00,575.0,68.75,69.6,72.65,0.0,0.0,7.0,0,0.7602563037109377,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,48125.0,ITM,False,True,False,True
MSFT250829P00590000,2025-07-31 13:57:50+00:00,590.0,51.4,84.65,87.65,0.0,0.0,,0,0.8896495410156249,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00592500,2025-08-21 19:05:45+00:00,592.5,86.69,87.15,90.15,0.0,0.0,,0,0.9091805957031249,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00595000,2025-08-21 19:05:45+00:00,595.0,88.6,89.7,92.6,0.0,0.0,7.0,0,0.928711650390625,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,62019.99999999999,ITM,True,True,False,True
MSFT250829P00600000,2025-08-04 18:06:50+00:00,600.0,62.2,94.65,97.75,0.0,0.0,,0,0.9848634326171876,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00610000,2025-08-21 19:05:45+00:00,610.0,106.2,105.1,107.75,0.0,0.0,7.0,0,1.1318402783203125,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,74340.0,ITM,True,True,False,True
MSFT250829P00620000,2025-07-31 19:59:08+00:00,620.0,86.56,114.65,117.65,0.0,0.0,,1,1.1167036352539061,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00625000,2025-07-31 19:59:08+00:00,625.0,91.58,119.65,122.75,0.0,0.0,,0,1.1723674194335936,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00630000,2025-08-21 19:28:23+00:00,630.0,123.25,124.65,127.65,0.0,0.0,,0,1.1884806201171876,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00640000,2025-08-19 19:50:00+00:00,640.0,131.4,134.65,137.7,0.0,0.0,,0,1.2685583447265623,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
MSFT250829P00650000,2025-08-21 19:28:23+00:00,650.0,143.25,144.65,147.7,0.0,0.0,,0,1.3369173779296872,True,REGULAR,USD,put,MSFT,2025-08-27 11:51:40.176534,2025-08-29,,ITM,False,False,False,False
